4	74	2
4	80	1
4	92	1
4	95	2
4	88	1
4	102	2
4	103	2
4	98	1
4	99	1
4	97	1
4	111	2
4	108	1
4	109	3
4	106	2
4	107	1
4	104	1
4	105	2
4	117	1
4	116	1
4	113	2
4	112	5
4	123	1
4	122	1
4	137	1
4	136	1
4	138	2
4	141	2
4	129	1
4	131	1
4	130	1
4	135	1
4	152	1
4	155	2
4	158	1
4	144	1
4	145	2
4	148	1
4	150	1
4	171	1
4	170	2
4	169	2
4	175	1
4	173	1
4	161	2
4	165	1
4	164	2
4	185	1
4	190	1
4	188	1
4	178	2
4	179	1
4	177	1
4	182	1
4	183	2
4	204	2
4	207	2
4	206	1
4	203	2
4	202	1
4	197	3
4	199	1
4	198	3
4	192	1
4	195	5
4	194	1
4	213	3
4	208	3
4	254	1
4	313	1
4	312	2
4	315	3
4	314	2
4	316	2
4	319	3
4	340	1
4	338	2
4	351	2
4	348	1
4	347	2
4	346	2
4	344	1
4	326	1
4	327	1
4	325	1
4	320	2
4	334	1
4	332	1
4	330	1
4	331	1
4	328	1
4	329	1
4	372	2
4	375	2
4	374	1
4	369	1
4	368	1
4	371	1
4	370	1
4	381	2
4	382	1
4	379	1
4	356	1
4	357	3
4	359	2
4	354	2
4	355	1
4	364	1
4	365	1
4	367	2
4	360	1
4	361	1
4	415	1
4	387	1
4	478	2
4	479	2
4	476	4
4	477	2
4	473	2
4	465	1
4	509	1
4	500	1
4	501	1
4	496	1
4	498	3
4	499	2
4	492	1
4	495	1
4	494	2
4	489	3
4	488	2
4	491	1
4	485	1
4	487	2
4	486	3
4	481	1
4	482	2
17	69	2
17	101	1
17	66	6
17	67	2
17	521	1
17	532	1
17	86	1
17	55	1
17	54	1
17	56	1
17	62	3
17	61	2
17	241	1
17	60	1
21	103	2
21	110	2
21	132	1
21	104	1
22	137	1
22	136	2
22	408	1
22	140	1
22	338	1
22	133	1
22	132	1
22	135	1
22	462	1
22	460	1
22	81	1
22	92	1
22	94	1
22	451	1
22	511	1
22	519	1
22	110	2
22	111	1
22	380	1
22	119	2
22	188	1
22	112	1
22	122	1
22	361	1
22	121	1
22	241	1
24	205	1
24	505	1
24	310	1
24	129	2
24	377	1
24	466	1
24	132	1
24	467	1
24	119	2
24	326	1
24	493	1
24	16	1
24	461	1
24	495	1
132	325	1
10	136	1
10	97	1
10	500	2
10	78	2
10	74	1
10	84	1
10	87	1
10	81	2
10	80	2
10	83	1
10	297	1
10	94	1
10	89	1
10	88	1
10	91	1
14	100	1
14	101	2
14	468	1
14	109	1
12	141	1
12	415	1
12	402	1
12	401	2
12	395	2
12	394	3
12	393	2
12	392	2
12	399	1
12	398	1
12	397	1
12	396	1
12	26	2
12	28	1
12	31	2
12	304	1
12	35	1
12	518	1
12	307	1
12	306	1
12	309	1
12	174	1
12	308	1
12	39	1
12	446	1
12	311	1
12	515	1
12	432	1
12	434	1
12	41	1
12	44	1
12	523	1
12	425	2
12	49	1
12	290	2
12	427	1
12	291	1
12	528	1
12	53	1
12	294	1
12	188	1
12	431	2
12	530	1
12	295	1
12	58	1
12	297	1
12	423	1
12	538	1
12	303	1
12	69	1
12	207	1
12	468	2
12	87	1
12	458	1
12	455	2
12	450	1
12	449	1
12	448	2
12	509	1
12	238	1
12	100	1
12	234	2
12	233	1
12	231	1
12	501	1
12	229	1
12	228	2
12	246	1
12	245	1
12	241	1
16	2	1
16	279	1
16	6	1
16	7	3
16	283	1
16	11	1
16	280	2
16	14	1
16	285	1
16	284	1
16	258	2
16	16	1
16	259	1
16	256	1
16	257	3
16	18	1
16	23	1
16	260	1
16	22	2
16	261	1
16	25	2
16	266	1
16	24	1
16	264	1
16	265	2
16	270	2
16	271	1
16	268	2
16	305	1
16	34	1
16	304	1
16	307	1
16	519	1
16	308	3
16	514	1
16	311	1
16	521	1
16	47	1
16	522	1
16	523	2
16	288	1
16	294	1
16	541	2
16	296	1
16	298	2
16	299	2
16	301	1
16	302	1
16	303	1
16	81	1
16	91	1
16	90	1
16	110	1
16	106	2
16	107	1
16	117	1
16	126	1
16	124	2
16	123	1
16	136	1
16	141	1
16	140	1
16	415	1
16	142	1
16	402	2
16	130	1
16	132	1
16	134	1
16	152	1
16	153	1
16	154	1
16	155	1
16	392	1
16	156	1
16	399	1
16	158	1
16	144	1
16	148	1
16	149	1
16	150	1
16	151	1
16	441	1
16	445	2
16	446	2
16	447	1
16	162	1
16	433	1
16	161	2
16	166	1
16	165	1
16	164	1
16	425	1
16	427	1
16	430	1
16	182	1
16	183	1
16	180	1
16	423	1
16	422	2
16	466	1
16	464	1
16	460	2
16	219	1
16	456	1
16	455	2
16	454	1
16	452	1
16	450	1
16	509	3
16	238	2
16	499	1
16	254	1
16	255	1
75	276	1
43	204	2
43	207	1
43	341	4
43	200	1
43	203	5
43	197	1
43	199	1
43	198	1
43	348	1
43	133	1
43	346	1
43	345	1
43	344	1
43	395	3
43	398	1
43	219	1
43	212	1
43	145	1
43	213	1
43	146	2
43	149	1
43	150	1
43	169	1
43	163	1
43	225	1
43	424	2
43	187	1
43	188	1
68	457	1
68	396	1
68	91	1
30	275	1
30	279	1
30	278	3
30	143	1
30	277	3
30	142	2
30	276	1
30	403	1
30	406	3
30	133	1
30	407	1
30	404	1
30	256	1
30	156	1
30	157	1
30	263	1
30	144	1
30	146	3
30	148	1
30	270	1
30	149	1
30	150	1
30	444	1
30	308	1
30	515	1
30	187	1
30	291	1
30	292	1
30	188	1
30	295	1
30	297	1
30	176	1
30	298	1
30	180	1
30	181	1
30	207	1
30	206	1
30	200	2
30	199	2
30	469	1
30	198	1
30	462	1
30	461	1
30	460	2
30	223	1
30	459	2
30	216	1
30	458	1
30	457	1
30	218	1
30	456	1
30	219	1
30	213	1
30	214	1
30	452	1
30	215	1
30	451	2
30	210	1
30	211	1
30	510	1
30	507	2
30	500	1
30	226	2
30	225	1
30	252	1
30	251	1
30	126	1
30	125	2
27	69	1
27	86	1
27	55	1
27	54	1
27	66	4
27	56	1
27	62	2
27	241	1
27	105	1
37	274	1
37	476	1
37	477	1
37	474	1
37	475	1
37	234	1
37	233	1
37	525	1
37	111	1
37	229	1
37	227	1
37	344	1
37	289	1
37	18	1
37	217	1
37	293	1
37	490	1
37	485	1
37	484	3
37	386	1
37	242	1
37	482	1
37	211	1
38	511	1
72	256	2
72	235	1
72	251	1
72	245	1
72	225	1
60	127	2
48	518	1
48	4	1
48	20	1
48	145	1
96	442	1
96	273	1
96	408	1
96	435	1
96	287	1
96	406	1
96	438	1
96	439	1
96	284	1
96	288	1
96	259	1
96	460	1
96	262	1
96	266	2
96	454	1
96	297	1
96	299	1
96	270	1
96	269	1
94	275	1
94	273	1
94	276	1
94	413	1
94	287	1
94	406	2
94	284	1
94	405	1
94	220	3
94	221	2
94	460	1
94	223	2
94	455	1
94	266	2
94	264	1
94	265	1
94	451	1
94	271	1
94	268	1
94	269	1
94	441	1
94	443	1
94	444	1
94	235	1
94	434	1
94	435	1
94	436	1
94	298	1
94	420	1
47	341	2
47	446	1
47	447	2
47	402	1
47	348	1
47	345	1
47	395	1
47	425	2
47	394	1
47	424	2
47	393	1
47	426	1
47	428	1
47	431	3
47	430	2
47	212	1
47	125	1
47	451	1
47	423	1
91	304	1
91	393	1
91	457	1
91	452	1
52	129	1
52	281	2
52	286	1
52	132	1
52	284	1
52	256	1
52	20	1
52	209	1
52	268	1
52	305	2
52	304	1
52	309	1
52	523	1
52	289	1
52	255	2
52	535	2
52	290	1
52	291	1
52	293	1
52	295	1
52	127	2
52	299	2
52	242	2
52	301	1
52	302	1
52	303	1
51	339	4
51	336	1
51	196	2
51	326	1
51	19	4
51	325	1
51	18	2
51	322	2
51	20	2
51	320	3
51	332	1
51	333	4
51	330	1
51	328	1
51	373	1
51	372	2
51	371	2
51	233	2
51	377	1
51	317	1
51	379	3
51	319	2
51	378	1
51	318	2
51	358	3
51	494	2
51	359	1
51	485	1
51	125	1
51	366	1
51	124	1
51	361	1
51	363	1
120	440	1
120	441	1
120	408	1
120	442	1
120	504	1
120	513	2
120	405	1
120	458	1
120	456	2
120	455	1
120	418	1
120	452	2
120	268	1
13	289	1
13	442	1
13	100	1
13	414	1
13	458	1
13	52	1
13	419	1
13	46	1
13	450	1
13	405	1
81	445	1
136	478	1
136	342	1
136	341	1
136	351	4
136	350	1
136	348	1
136	347	1
136	346	3
136	345	1
136	395	1
136	399	1
136	456	1
136	452	1
136	448	1
136	504	1
136	445	1
136	506	1
136	446	2
136	507	3
136	447	1
136	432	1
136	503	2
136	356	1
136	425	1
136	424	4
136	358	1
136	359	1
136	426	1
136	353	1
136	431	2
136	423	1
136	422	2
103	237	1
103	501	1
103	247	1
103	244	1
119	413	1
119	296	1
119	454	2
119	267	2
119	264	1
119	268	1
71	476	1
71	142	1
102	238	2
102	237	1
102	514	1
102	248	1
102	296	2
102	246	1
102	247	2
102	245	1
102	242	1
102	302	1
102	303	1
102	241	1
5	201	1
5	73	1
82	175	1
82	227	1
82	344	1
31	509	1
31	510	1
31	408	1
31	341	1
31	169	1
31	308	1
31	142	1
31	199	1
31	406	1
31	167	1
31	344	1
31	194	1
31	254	1
31	81	1
31	191	1
31	217	1
31	251	1
31	455	1
31	212	1
31	124	1
31	122	1
34	132	1
39	139	1
39	132	1
174	57	1
174	56	2
32	186	1
32	110	1
32	126	1
32	26	1
45	418	1
116	442	1
74	165	1
129	288	1
129	294	1
129	515	1
98	408	1
98	511	1
98	512	1
98	413	2
98	406	1
98	439	1
98	261	1
98	266	1
98	267	1
98	298	1
98	418	2
98	300	1
98	481	1
98	420	1
98	268	1
113	256	1
113	251	1
138	427	1
83	410	2
83	258	1
83	262	1
83	176	1
83	225	1
99	241	1
139	347	1
9	100	2
9	98	1
9	415	1
9	79	1
9	522	1
9	74	1
9	85	1
9	84	1
9	80	2
9	82	2
9	92	1
9	95	1
9	88	1
9	90	1
35	136	1
35	11	1
35	14	1
35	15	1
95	220	1
95	462	1
95	441	1
95	442	1
95	273	1
95	448	1
23	184	1
23	519	1
23	123	1
23	121	1
180	86	1
92	292	1
25	169	1
25	131	1
25	124	1
86	534	1
86	477	1
86	488	1
86	539	1
86	538	1
86	378	1
78	513	1
78	234	1
78	157	1
78	455	1
78	452	1
78	406	1
20	345	1
80	307	1
80	308	1
80	37	1
80	227	1
80	91	1
40	156	1
40	143	1
40	297	1
40	46	1
40	303	1
18	101	1
69	91	1
69	499	1
28	84	1
28	185	1
28	67	1
28	541	1
87	252	1
97	222	1
97	270	1
56	5	1
142	431	1
142	417	1
61	310	1
54	359	1
49	169	1
49	122	1
88	412	1
50	341	1
57	34	1
57	300	1
57	149	1
130	294	1
140	368	1
79	397	1
79	52	1
79	423	1
159	511	1
104	237	1
118	406	1
133	362	1
133	329	1
58	283	1
